  cust  |  prod  | quant 
 Mia    | Apple  |    32
 Dan    | Ice    |    54
 Helen  | Eggs   |   841
 Sam    | Jelly  |   333
 Helen  | Cherry |   979
 Sam    | Cherry |   295
 Mia    | Cherry |   251
 Wally  | Apple  |   792
 Sam    | Cherry |   624
 Chae   | Dates  |   713
 Mia    | Grapes |   578
 Boo    | Jelly  |   249
 Claire | Eggs   |   590
 Sam    | Eggs   |    50
 Wally  | Jelly  |   641
 Wally  | Ice    |   434
 Chae   | Jelly  |    80
 Chae   | Eggs   |   244
 Emily  | Eggs   |   445
 Mia    | Jelly  |   649
 Sam    | Jelly  |   872
 Dan    | Eggs   |   193
 Claire | Cherry |   997
 Boo    | Cherry |   287
 Chae   | Cherry |   795
 Mia    | Eggs   |   452
 Boo    | Ice    |   338
 Sam    | Jelly  |   888
 Boo    | Fish   |   107
 Claire | Grapes |   434
 Claire | Ice    |   823
 Helen  | Apple  |   975
 Boo    | Jelly  |   784
 Sam    | Fish   |   221
 Mia    | Ice    |   887
 Helen  | Jelly  |   869
 Sam    | Ice    |   567
 Claire | Ice    |   345
 Sam    | Dates  |   479
 Mia    | Dates  |   155
 Boo    | Ham    |   102
 Emily  | Ham    |   365
 Wally  | Eggs   |   746
 Emily  | Ice    |   116
 Claire | Fish   |    40
 Chae   | Jelly  |   575
 Claire | Cherry |   106
 Helen  | Jelly  |   852
 Sam    | Jelly  |   956
 Mia    | Apple  |   780
 Chae   | Grapes |   625
 Mia    | Jelly  |    84
 Chae   | Ice    |   957
 Emily  | Fish   |    40
 Dan    | Butter |   602
 Claire | Grapes |   235
 Emily  | Ice    |   769
 Chae   | Jelly  |   131
 Sam    | Butter |   594
 Claire | Ice    |   689
 Dan    | Dates  |     1
 Wally  | Butter |   263
 Claire | Cherry |   983
 Dan    | Ice    |   276
 Dan    | Butter |   974
 Sam    | Fish   |   353
 Boo    | Cherry |   145
 Chae   | Grapes |   725
 Boo    | Ham    |   678
 Mia    | Fish   |    67
 Boo    | Eggs   |   867
 Claire | Apple  |   199
 Helen  | Butter |   630
 Wally  | Butter |   876
 Wally  | Butter |   136
 Emily  | Fish   |   630
 Dan    | Butter |   580
 Sam    | Fish   |   930
 Emily  | Ice    |   952
 Wally  | Ice    |   923
 Chae   | Dates  |   920
 Emily  | Cherry |     6
 Claire | Grapes |   842
 Helen  | Ham    |   521
 Boo    | Butter |   919
 Sam    | Fish   |   544
 Helen  | Cherry |   138
 Mia    | Dates  |   398
 Claire | Apple  |   420
 Claire | Grapes |   630
 Wally  | Dates  |   608
 Dan    | Butter |    92
 Mia    | Grapes |   424
 Sam    | Grapes |   695
 Mia    | Fish   |   937
 Claire | Jelly  |   913
 Mia    | Apple  |   931
 Emily  | Apple  |   549
 Emily  | Ham    |   952
 Emily  | Ham    |   511
 Boo    | Cherry |   858
 Helen  | Jelly  |   938
 Emily  | Jelly  |    49
 Mia    | Jelly  |   398
 Chae   | Dates  |   192
 Helen  | Fish   |   886
 Boo    | Ice    |   717
 Chae   | Fish   |   777
 Sam    | Fish   |   282
 Dan    | Cherry |   821
 Emily  | Dates  |   400
 Helen  | Butter |   400
 Wally  | Ham    |   449
 Sam    | Ham    |   296
 Dan    | Apple  |   120
 Boo    | Grapes |   377
 Wally  | Butter |    29
 Dan    | Jelly  |   367
 Sam    | Eggs   |   818
 Helen  | Eggs   |    30
 Chae   | Cherry |   555
 Claire | Ham    |   935
 Boo    | Fish   |    39
 Sam    | Grapes |   512
 Sam    | Apple  |   628
 Claire | Ham    |   325
 Boo    | Eggs   |   270
 Boo    | Cherry |   600
 Chae   | Ham    |   774
 Sam    | Ham    |   463
 Emily  | Butter |    41
 Claire | Dates  |   958
 Boo    | Ice    |   490
 Wally  | Grapes |    85
 Boo    | Butter |    46
 Sam    | Apple  |   924
 Boo    | Dates  |   762
 Boo    | Eggs   |   990
 Claire | Ham    |   870
 Dan    | Ham    |   512
 Claire | Butter |   565
 Dan    | Fish   |     2
 Mia    | Fish   |   902
 Claire | Dates  |    56
 Sam    | Grapes |    33
 Chae   | Cherry |   436
 Chae   | Butter |   375
 Helen  | Eggs   |   297
 Claire | Apple  |   420
 Wally  | Eggs   |   796
 Wally  | Butter |   237
 Claire | Apple  |   740
 Claire | Butter |    61
 Chae   | Ice    |   908
 Mia    | Dates  |   176
 Sam    | Butter |   325
 Chae   | Dates  |   470
 Boo    | Butter |   453
 Wally  | Ice    |   886
 Dan    | Butter |   205
 Mia    | Fish   |   901
 Emily  | Fish   |    55
 Emily  | Grapes |   243
 Emily  | Eggs   |   187
 Mia    | Eggs   |   490
 Claire | Fish   |   967
 Sam    | Apple  |   705
 Dan    | Butter |   842
 Boo    | Cherry |     9
 Boo    | Dates  |   402
 Sam    | Cherry |   119
 Boo    | Dates  |   394
 Boo    | Eggs   |   798
 Boo    | Apple  |   979
 Emily  | Ice    |   378
 Wally  | Butter |   154
 Claire | Ham    |   586
 Boo    | Cherry |   688
 Wally  | Butter |    45
 Chae   | Cherry |   628
 Wally  | Jelly  |   518
 Mia    | Grapes |   226
 Helen  | Grapes |   284
 Dan    | Apple  |   542
 Emily  | Ham    |   838
 Chae   | Butter |   634
 Boo    | Apple  |   563
 Sam    | Ham    |   876
 Dan    | Butter |   225
 Helen  | Dates  |   537
 Claire | Apple  |   852
 Boo    | Grapes |   835
 Emily  | Fish   |   312
 Claire | Apple  |   568
 Emily  | Grapes |   922
 Mia    | Grapes |   373
 Emily  | Grapes |   911
 Helen  | Ice    |   151
 Helen  | Grapes |   873
 Wally  | Fish   |   528
 Helen  | Eggs   |   374
 Boo    | Dates  |    56
 Dan    | Cherry |   467
 Claire | Ice    |    71
 Chae   | Ham    |   494
 Sam    | Butter |   228
 Claire | Ham    |   367
 Boo    | Butter |   178
 Helen  | Cherry |   363
 Boo    | Grapes |   886
 Chae   | Fish   |   424
 Chae   | Dates  |   536
 Sam    | Ice    |   900
 Boo    | Grapes |   295
 Boo    | Fish   |   159
 Helen  | Jelly  |   977
 Boo    | Grapes |   552
 Sam    | Cherry |   944
 Chae   | Cherry |   348
 Dan    | Ice    |    50
 Sam    | Butter |   789
 Emily  | Butter |   144
 Emily  | Apple  |   344
 Mia    | Butter |   605
 Helen  | Cherry |   561
 Dan    | Eggs   |   633
 Helen  | Butter |    23
 Boo    | Eggs   |   150
 Wally  | Butter |   684
 Boo    | Butter |   993
 Wally  | Ham    |   841
 Boo    | Apple  |     8
 Mia    | Jelly  |   210
 Chae   | Cherry |   218
 Wally  | Butter |    98
 Boo    | Ice    |   603
 Sam    | Jelly  |   633
 Chae   | Apple  |   684
 Boo    | Butter |   461
 Boo    | Ham    |   393
 Claire | Eggs   |    91
 Emily  | Jelly  |   653
 Emily  | Eggs   |   196
 Helen  | Butter |   305
 Dan    | Dates  |   395
 Claire | Grapes |   302
 Helen  | Jelly  |   235
 Sam    | Ice    |   313
 Chae   | Apple  |   567
 Dan    | Dates  |   506
 Mia    | Fish   |    21
 Mia    | Butter |   304
 Claire | Ham    |   966
 Helen  | Ice    |   892
 Dan    | Dates  |   395
 Dan    | Grapes |   844
 Helen  | Fish   |   924
 Chae   | Ice    |   917
 Boo    | Dates  |   381
 Wally  | Dates  |   465
 Claire | Ham    |    26
 Helen  | Grapes |   376
 Helen  | Apple  |   395
 Boo    | Eggs   |   954
 Wally  | Cherry |   896
 Boo    | Ice    |   116
 Dan    | Cherry |   886
 Sam    | Butter |   724
 Dan    | Ice    |   871
 Helen  | Jelly  |   680
 Emily  | Apple  |   287
 Emily  | Ice    |    48
 Helen  | Dates  |   584
 Claire | Butter |   214
 Emily  | Grapes |   468
 Chae   | Dates  |   589
 Sam    | Cherry |    97
 Emily  | Jelly  |   460
 Helen  | Butter |   385
 Wally  | Fish   |   879
 Helen  | Jelly  |   620
 Sam    | Grapes |   615
 Chae   | Dates  |   322
 Wally  | Fish   |   909
 Sam    | Fish   |   528
 Wally  | Apple  |   385
 Wally  | Ham    |   272
 Sam    | Butter |   354
 Emily  | Cherry |    75
 Claire | Grapes |   189
 Sam    | Apple  |   498
 Claire | Grapes |   383
 Chae   | Jelly  |   147
 Claire | Jelly  |   275
 Sam    | Fish   |   265
 Helen  | Eggs   |   818
 Dan    | Ham    |   728
 Dan    | Dates  |   649
 Emily  | Butter |   692
 Mia    | Butter |   611
 Sam    | Apple  |    62
 Wally  | Eggs   |   752
 Claire | Ice    |   807
 Helen  | Eggs   |   500
 Chae   | Grapes |   992
 Helen  | Jelly  |   850
 Helen  | Apple  |   493
 Dan    | Jelly  |   872
 Claire | Dates  |    79
 Sam    | Ice    |   493
 Boo    | Cherry |   228
 Mia    | Apple  |    55
 Helen  | Eggs   |     4
 Dan    | Cherry |   175
 Mia    | Dates  |   854
 Wally  | Apple  |   840
 Chae   | Fish   |    90
 Wally  | Apple  |   871
 Dan    | Jelly  |   532
 Chae   | Apple  |   534
 Emily  | Fish   |   651
 Boo    | Eggs   |   817
 Dan    | Dates  |   635
 Dan    | Dates  |   498
 Boo    | Dates  |   519
 Mia    | Eggs   |   232
 Chae   | Fish   |   817
 Chae   | Ham    |   769
 Chae   | Ice    |   891
 Helen  | Ice    |   595
 Helen  | Dates  |   831
 Claire | Apple  |   604
 Dan    | Cherry |   927
 Mia    | Cherry |   253
 Chae   | Jelly  |   788
 Chae   | Fish   |   245
 Mia    | Apple  |   396
 Sam    | Jelly  |   874
 Boo    | Jelly  |   384
 Claire | Ham    |   620
 Chae   | Grapes |   997
 Chae   | Jelly  |    11
 Sam    | Ice    |   835
 Helen  | Jelly  |   563
 Wally  | Cherry |    57
 Chae   | Ice    |   495
 Mia    | Fish   |   805
 Boo    | Fish   |   805
 Dan    | Ice    |   533
 Sam    | Jelly  |   298
 Emily  | Ham    |   850
 Wally  | Grapes |   684
 Claire | Jelly  |   994
 Helen  | Ham    |   763
 Boo    | Cherry |    83
 Sam    | Jelly  |   376
 Wally  | Grapes |   166
 Emily  | Dates  |   276
 Chae   | Ice    |   851
 Boo    | Ham    |   700
 Sam    | Butter |   996
 Chae   | Grapes |   700
 Chae   | Butter |   644
 Mia    | Dates  |   435
 Helen  | Dates  |   235
 Chae   | Butter |   259
 Sam    | Grapes |   139
 Chae   | Ice    |   896
 Dan    | Butter |   491
 Mia    | Apple  |   857
 Emily  | Eggs   |   705
 Wally  | Fish   |   139
 Boo    | Ice    |    56
 Wally  | Ice    |   261
 Wally  | Dates  |   459
 Emily  | Dates  |   550
 Chae   | Fish   |   412
 Claire | Apple  |   371
 Dan    | Ice    |    45
 Helen  | Butter |   279
 Claire | Cherry |   866
 Helen  | Butter |   261
 Chae   | Apple  |   222
 Sam    | Ice    |   865
 Mia    | Dates  |    28
 Emily  | Grapes |   654
 Emily  | Fish   |    42
 Sam    | Eggs   |   421
 Emily  | Fish   |   867
 Chae   | Butter |   116
 Emily  | Apple  |    75
 Boo    | Jelly  |   496
 Emily  | Butter |   599
 Boo    | Cherry |   486
 Emily  | Fish   |   534
 Emily  | Eggs   |   114
 Chae   | Jelly  |    87
 Emily  | Ham    |   870
 Wally  | Eggs   |   746
 Helen  | Ice    |   975
 Wally  | Butter |   712
 Dan    | Ice    |   438
 Sam    | Dates  |   444
 Emily  | Jelly  |   781
 Chae   | Fish   |   848
 Emily  | Ham    |    75
 Helen  | Ham    |   651
 Claire | Ice    |   459
 Mia    | Ice    |   948
 Helen  | Grapes |   379
 Dan    | Ice    |   168
 Boo    | Fish   |   777
 Claire | Apple  |   646
 Sam    | Cherry |   980
 Helen  | Ice    |   715
 Chae   | Cherry |   545
 Dan    | Ham    |   809
 Boo    | Eggs   |   816
 Helen  | Grapes |   504
 Mia    | Jelly  |   351
 Emily  | Grapes |   728
 Emily  | Dates  |   128
 Sam    | Apple  |   643
 Wally  | Ham    |   353
 Wally  | Butter |   506
 Chae   | Jelly  |   861
 Helen  | Dates  |   418
 Dan    | Ham    |   766
 Emily  | Dates  |   952
 Sam    | Butter |   904
 Sam    | Jelly  |   184
 Claire | Ham    |   334
 Chae   | Cherry |   129
 Chae   | Jelly  |   123
 Boo    | Eggs   |   830
 Mia    | Butter |    70
 Helen  | Eggs   |   623
 Boo    | Dates  |   603
 Claire | Dates  |   203
 Sam    | Butter |   322
 Helen  | Jelly  |   320
 Sam    | Cherry |   840
 Sam    | Fish   |   159
 Helen  | Eggs   |   951
 Sam    | Butter |   698
 Chae   | Cherry |   543
 Sam    | Dates  |   808
 Sam    | Jelly  |   761
 Dan    | Eggs   |    92
 Claire | Apple  |    28
 Helen  | Grapes |    92
 Claire | Eggs   |   431
 Helen  | Butter |   869
 Mia    | Apple  |   221
 Dan    | Ham    |   298
 Sam    | Ham    |   768
 Emily  | Dates  |   721
 Sam    | Eggs   |    36
 Claire | Jelly  |   409
 Boo    | Butter |   793
 Emily  | Fish   |   660
 Wally  | Grapes |   912
 Sam    | Apple  |   171
 Mia    | Cherry |   311
 Claire | Cherry |   908
 Chae   | Cherry |   982
 Boo    | Grapes |    40
 Boo    | Butter |   180
 Wally  | Fish   |   998
 Claire | Cherry |   329
 Claire | Apple  |   444
 Chae   | Eggs   |   320
 Boo    | Fish   |    14
 Mia    | Butter |   504
 Emily  | Fish   |   836
 Mia    | Dates  |   182
 Mia    | Ice    |   275
 Mia    | Fish   |    29
 Boo    | Jelly  |   298
 Mia    | Apple  |   990
 Boo    | Cherry |   269
 Helen  | Cherry |   815
 Mia    | Jelly  |   322
 Emily  | Cherry |   717
 Sam    | Apple  |   458
 Dan    | Fish   |   896
 Mia    | Grapes |   647
 Boo    | Cherry |    99
 Wally  | Butter |   236
 Mia    | Cherry |   163
 Helen  | Dates  |   813
 Boo    | Dates  |   174
 Dan    | Ice    |   862
 Helen  | Eggs   |   918
 Dan    | Eggs   |   650
 Sam    | Eggs   |   957
 Helen  | Ham    |   283
 Dan    | Ice    |   924
 Helen  | Cherry |   113
 Claire | Jelly  |   623
 Wally  | Apple  |   316
 Dan    | Grapes |   315
 Boo    | Eggs   |   962
 Helen  | Eggs   |   397
 Chae   | Eggs   |   994
 Mia    | Ice    |   838
 Wally  | Butter |   302
 Chae   | Eggs   |   822
 Claire | Butter |   186
 Dan    | Grapes |   744
 Sam    | Fish   |    34
 Dan    | Cherry |    55
 Helen  | Fish   |   204
 Emily  | Eggs   |   640
 Boo    | Apple  |   403
 Boo    | Jelly  |   936
 Wally  | Dates  |   837
 Mia    | Grapes |   835
 Boo    | Butter |   158
 Boo    | Apple  |   407
 Chae   | Fish   |   260
 Chae   | Butter |   860
 Chae   | Fish   |   233
 Boo    | Butter |   302
 Emily  | Dates  |   658
 Wally  | Dates  |   362
 Chae   | Fish   |   583
 Sam    | Grapes |    78
 Claire | Eggs   |   539
 Boo    | Ice    |   977
 Dan    | Apple  |   143
 Dan    | Jelly  |   659
 Claire | Butter |   718
 Wally  | Dates  |    96
 Emily  | Ham    |   678
 Dan    | Cherry |   976
 Chae   | Ham    |   393
 Chae   | Butter |   478
 Sam    | Jelly  |   599
 Wally  | Fish   |   873
 Helen  | Dates  |   380
 Wally  | Cherry |   365
 Mia    | Jelly  |   576
 Boo    | Ham    |   291
 Chae   | Ham    |   566
 Sam    | Ice    |   289
 Mia    | Ham    |   555
 Boo    | Ice    |    17
 Dan    | Cherry |   124
 Claire | Jelly  |   268
 Sam    | Apple  |   614
 Helen  | Cherry |   641
 Boo    | Ice    |   398
 Wally  | Fish   |   606
 Sam    | Apple  |    34
 Boo    | Jelly  |   249
 Mia    | Ham    |   416
 Claire | Jelly  |   293
 Helen  | Grapes |   944
 Emily  | Cherry |   660
 Chae   | Apple  |   943
 Wally  | Dates  |   222
 Claire | Ham    |   527
 Helen  | Ham    |   251
 Claire | Grapes |   435
 Mia    | Butter |   742
 Wally  | Butter |   847
 Mia    | Grapes |   153
 Sam    | Fish   |   378
 Emily  | Cherry |   335
 Boo    | Eggs   |    92
 Emily  | Cherry |   504
 Emily  | Eggs   |   210
 Claire | Butter |   704
 Chae   | Dates  |   699
 Boo    | Eggs   |   480
 Boo    | Jelly  |   167
 Helen  | Fish   |   963
 Chae   | Butter |   575
 Claire | Butter |   371
 Dan    | Eggs   |   674
 Helen  | Butter |   613
 Wally  | Ham    |   832
 Claire | Ice    |   123
 Wally  | Fish   |   360
 Mia    | Grapes |   641
 Dan    | Butter |   207
 Claire | Butter |   883
 Sam    | Dates  |   683
 Wally  | Apple  |   222
 Emily  | Fish   |   800
 Helen  | Fish   |   391
 Helen  | Ice    |     3
 Emily  | Ice    |    28
 Claire | Butter |    44
 Dan    | Apple  |   907
 Emily  | Apple  |   706
 Emily  | Ham    |   440
 Emily  | Ham    |    39
 Helen  | Fish   |   718
 Mia    | Jelly  |   616
 Boo    | Jelly  |   520
 Boo    | Apple  |   361
 Helen  | Apple  |   753
 Mia    | Ice    |   465
 Dan    | Ice    |   966
 Chae   | Cherry |   201
 Wally  | Fish   |   766
 Sam    | Ham    |   342
 Chae   | Apple  |   553
 Wally  | Jelly  |   327
 Boo    | Cherry |   774
 Dan    | Ham    |   489
 Helen  | Ice    |   306
 Dan    | Cherry |   546
 Helen  | Eggs   |   104
 Sam    | Fish   |   212
 Boo    | Butter |   488
 Mia    | Ice    |   865
 Emily  | Fish   |   301
 Wally  | Jelly  |   984
 Sam    | Grapes |   415
 Claire | Jelly  |   495
 Wally  | Ham    |   623
 Wally  | Dates  |   596
 Wally  | Butter |    89
 Wally  | Eggs   |   141
 Mia    | Apple  |   141
 Mia    | Eggs   |   702
 Emily  | Fish   |   866
 Chae   | Grapes |   505
 Mia    | Grapes |   874
 Emily  | Fish   |   717
 Dan    | Dates  |   714
 Boo    | Apple  |   399
 Sam    | Grapes |   119
 Chae   | Dates  |   583
 Sam    | Ice    |   510
 Sam    | Ham    |   258
 Emily  | Apple  |   725
 Wally  | Dates  |   676
 Sam    | Cherry |   483
 Emily  | Apple  |   294
 Dan    | Ice    |   393
 Sam    | Butter |   696
 Claire | Grapes |   213
 Dan    | Apple  |  1000
 Chae   | Ice    |   366
 Sam    | Apple  |   983
 Sam    | Eggs   |   330
 Mia    | Cherry |   559
 Emily  | Eggs   |   401
 Chae   | Eggs   |   527
 Wally  | Fish   |   521
 Chae   | Apple  |   287
 Emily  | Cherry |    45
 Wally  | Apple  |   942
 Chae   | Ice    |   418
 Claire | Grapes |   519
 Helen  | Fish   |   556
 Boo    | Apple  |   869
 Chae   | Eggs   |   460
 Chae   | Ice    |   492
 Dan    | Butter |   238
 Sam    | Fish   |   552
 Wally  | Eggs   |   518
 Boo    | Fish   |   131
 Chae   | Cherry |   679
 Emily  | Butter |   150
 Emily  | Jelly  |   399
 Helen  | Eggs   |   373
 Emily  | Ham    |   581
 Helen  | Fish   |   212
 Wally  | Fish   |   567
 Chae   | Butter |   961
 Mia    | Grapes |   193
 Helen  | Jelly  |   654
 Chae   | Ham    |   742
 Wally  | Ice    |   452
 Helen  | Ham    |   434
 Chae   | Cherry |    12
 Sam    | Fish   |   600
 Dan    | Fish   |   972
 Dan    | Ice    |   697
 Claire | Butter |   474
 Helen  | Grapes |   412
 Wally  | Apple  |   252
 Mia    | Ham    |   371
 Mia    | Eggs   |   879
 Chae   | Apple  |   457
 Boo    | Fish   |   580
 Boo    | Grapes |   517
 Dan    | Butter |   699
 Dan    | Dates  |    14
 Mia    | Butter |   284
 Dan    | Fish   |   669
 Boo    | Cherry |   159
 Emily  | Dates  |   661
 Wally  | Jelly  |   824
 Boo    | Apple  |   213
 Sam    | Fish   |   152
 Dan    | Apple  |   333
 Helen  | Jelly  |   842
 Emily  | Dates  |   254
 Boo    | Jelly  |   739
 Wally  | Eggs   |   268
 Wally  | Butter |    34
 Boo    | Butter |   500
 Wally  | Butter |   351
 Sam    | Dates  |   266
 Boo    | Ice    |    73
 Emily  | Jelly  |    92
 Helen  | Grapes |   174
 Sam    | Jelly  |   115
 Chae   | Grapes |   520
 Sam    | Butter |   474
 Dan    | Fish   |   263
 Sam    | Grapes |   663
 Dan    | Grapes |    53
 Boo    | Grapes |    84
 Dan    | Ham    |   967
 Chae   | Apple  |   831
 Wally  | Butter |   480
 Chae   | Fish   |   768
 Dan    | Cherry |   512
 Dan    | Butter |   912
 Mia    | Dates  |   703
 Wally  | Ice    |   516
 Claire | Grapes |   336
 Chae   | Ham    |   850
 Emily  | Dates  |    54
 Emily  | Dates  |   204
 Emily  | Fish   |   379
 Mia    | Eggs   |   560
 Helen  | Ice    |   357
 Sam    | Apple  |   171
 Boo    | Jelly  |   840
 Sam    | Ham    |   860
 Boo    | Fish   |   859
 Dan    | Dates  |   992
 Claire | Butter |   826
 Wally  | Eggs   |   245
 Claire | Fish   |   764
 Sam    | Grapes |   165
 Chae   | Ice    |   859
 Emily  | Jelly  |   665
 Wally  | Ice    |   823
 Helen  | Dates  |   987
 Wally  | Cherry |   449
 Mia    | Cherry |   300
 Emily  | Jelly  |    20
 Wally  | Grapes |   470
 Dan    | Dates  |    49
 Helen  | Grapes |   382
 Dan    | Ham    |   839
 Boo    | Ham    |   470
 Chae   | Ice    |   162
 Chae   | Ice    |   300
 Dan    | Apple  |   658
 Chae   | Jelly  |   914
 Sam    | Butter |     6
 Sam    | Jelly  |   529
 Sam    | Butter |   118
 Chae   | Ham    |   456
 Emily  | Ice    |   924
 Helen  | Ice    |    86
 Mia    | Jelly  |   563
 Mia    | Cherry |   262
 Emily  | Grapes |   864
 Sam    | Jelly  |   461
 Emily  | Ham    |   155
 Claire | Apple  |   314
 Dan    | Apple  |   537
 Boo    | Eggs   |   467
 Chae   | Ham    |   400
 Chae   | Cherry |   584
 Mia    | Dates  |   401
 Helen  | Eggs   |    19
 Mia    | Ham    |   447
 Sam    | Jelly  |    57
 Emily  | Dates  |   579
 Claire | Ice    |   960
 Emily  | Dates  |   467
 Emily  | Ice    |    64
 Sam    | Ham    |    60
 Claire | Apple  |   838
 Mia    | Eggs   |   327
 Emily  | Ice    |    26
 Helen  | Dates  |   773
 Wally  | Apple  |   837
 Emily  | Dates  |   874
 Chae   | Cherry |    52
 Boo    | Jelly  |   591
 Emily  | Cherry |   317
 Dan    | Grapes |   960
 Chae   | Jelly  |    49
 Helen  | Cherry |   436
 Sam    | Dates  |   722
 Emily  | Apple  |   688
 Dan    | Eggs   |   226
 Wally  | Apple  |   916
 Boo    | Butter |   352
